Timestamp,Azimuth,Pitch,Roll
1734443577139,-0.4929893016815186,-0.4007901847362518,0.0962551385164261
1734443578140,-0.4249423742294312,-0.3814860582351685,0.1507056802511215
1734443579139,-0.4354486167430878,-0.3723688125610352,0.0582392588257790
1734443580139,-0.5575934052467346,-0.3565754890441895,0.0067727458663285
1734443581140,-0.5583506822586060,-0.3090702891349793,0.0129159754142165
1734443582139,-0.6239444613456726,-0.4530700147151947,-0.1260187625885010
1734443583139,-0.6960691809654236,-0.4804964959621429,-0.1381897479295731
1734443584140,-0.6659666895866394,-0.0285398010164499,0.0907041430473328
1734443585140,-0.7954440712928772,-0.0573151931166649,0.0603739283978939
1734443586139,-0.6919692158699036,-0.2448893934488297,-0.0255109984427691
1734443587139,-0.6423090696334839,-0.2555514276027679,0.0836474895477295
1734443588139,-0.6544463634490967,-0.3393580019474030,0.0306146983057261
1734443589139,-0.6627620458602905,-0.3167665302753449,0.0459958724677563
1734443590140,-0.6474714279174805,-0.2956517338752747,0.1040225625038147
1734443591139,-0.5250724554061890,-0.3080551028251648,0.1664361059665680
1734443592140,-0.5339732170104980,-0.3217731714248657,0.0944369211792946
1734443593139,-0.6447882652282715,-0.2471906393766403,0.0554627925157547
1734443594139,-0.5730985999107361,-0.2352520227432251,0.1156433373689652
1734443595140,-0.5735292434692383,-0.3039510846138001,0.0563182160258293
1734443596139,-0.5273718833923340,-0.2500327527523041,0.0814705714583397
1734443597140,-0.5356777310371399,-0.2470530122518539,0.1208020970225334
1734443598139,-0.7448097467422485,-0.1368230730295181,0.1041036695241928
1734443599140,-0.7437514066696167,-0.1885813623666763,0.0624789372086525
1734443600139,-0.5604550838470459,-0.2727380096912384,0.1235665008425713
1734443601139,-0.5658269524574280,-0.2681272029876709,0.1291378438472748
1734443602140,-0.5493515133857727,-0.3579145669937134,0.0934163630008698
1734443603139,-0.4930879175662994,-0.3915172815322876,0.0798851177096367
1734443604140,-0.5516757965087891,-0.3465736508369446,0.0532151870429516
1734443605139,-0.6257425546646118,-0.4755688905715942,-0.0493459738790989
1734443606140,-0.7928211688995361,-0.4086042940616608,-0.1638196855783463
1734443607139,-0.7607313990592957,-0.1090722680091858,0.0722945928573608
1734443608140,-0.8986216187477112,-0.0581524930894375,0.1148797422647476
1734443609139,-0.7493501901626587,-0.2148293405771256,0.0428881384432316
1734443610139,-0.6627126932144165,-0.2597911953926086,0.0784433782100678
1734443611139,-0.5976424813270569,-0.3094459772109985,0.1450493335723877
1734443612139,-0.6735510826110840,-0.3457895219326019,0.0596967078745365
1734443613140,-0.5497110486030579,-0.3970732092857361,0.0701285749673843
1734443614140,-0.5252118110656738,-0.3785243332386017,0.1597092598676682
1734443615139,-0.6809505820274353,-0.3341336548328400,0.0320357047021389
1734443616139,-0.6739336252212524,-0.3336700499057770,0.0729341804981232
1734443617139,-0.6088150143623352,-0.3251716494560242,0.0979495123028755
1734443618140,-0.6327010989189148,-0.4650296568870544,-0.0052440613508224
1734443619139,-0.5578176975250244,-0.3157762587070465,0.1451899409294128
1734443620140,-0.6611483097076416,-0.1928375661373138,0.1889179199934006
1734443621139,-0.4077591896057129,-0.4602854251861572,0.1984433978796005
1734443622139,-0.4986279904842377,-0.4716924726963043,0.1024528890848160
1734443623139,-0.6062180995941162,-0.3506905436515808,0.0835121795535088
1734443624139,-0.5270670056343079,-0.3072009384632111,0.1116919964551926
1734443625139,-0.5746324062347412,-0.3595816493034363,0.0786250829696655
1734443626140,-0.6738201975822449,-0.4877864420413971,-0.0099198482930660
1734443627140,-0.6827285289764404,-0.5088233351707458,-0.0451953336596489
1734443628140,-0.4987460672855377,-0.4848545491695404,0.0714959651231766
1734443629139,-0.8510749936103821,-0.2816332578659058,-0.0445507578551769
1734443630139,-0.7556390762329102,-0.5006500482559204,-0.1652211993932724
1734443631139,-0.9148361682891846,-0.2572851479053497,0.0464246533811092
1734443632140,-0.7360928058624268,-0.3426309823989868,0.0111193014308810
1734443633140,-0.6509997248649597,-0.2868187427520752,0.0372427292168140
1734443634140,-0.6377487182617188,-0.3345830738544464,0.0486570186913013
1734443635139,-0.5587065219879150,-0.3807808160781860,0.0893773660063744
1734443636139,-0.5247604846954346,-0.4486402571201325,0.0728949531912804
1734443637139,-0.6409075260162354,-0.3664861321449280,0.0940200462937355
1734443638139,-0.6766268610954285,-0.3128816485404968,0.0729073882102966
1734443639139,-0.6574116945266724,-0.3921362161636353,0.0444586761295795
1734443640139,-0.6671078801155090,-0.1428457945585251,0.0872880890965462
1734443641139,-0.6866543889045715,-0.2155713886022568,0.1892273128032684
1734443642139,-0.6802811026573181,-0.4480608701705933,0.0434141866862774
1734443643140,-0.6279523372650146,-0.4010127186775208,0.1025917455554009
1734443644139,-0.5314666628837585,-0.3724189698696137,0.1704188436269760
1734443645140,-0.6103150844573975,-0.3409532606601715,0.1205072849988937
1734443646140,-0.7080405354499817,-0.4491821825504303,-0.0154508324339986
1734443647139,-0.6052449941635132,-0.6005447506904602,0.0077394763939083
1734443648140,-0.4954626560211182,-0.3853516876697540,0.1048338040709496
1734443649139,-0.7147058248519897,-0.3812402486801148,0.0231321193277836
1734443650140,-0.7573257684707642,-0.4660915434360504,-0.1080994307994843
1734443651139,-0.9145401716232300,-0.1627200394868851,0.0664007067680359
1734443652139,-0.8087128400802612,-0.4627944827079773,-0.1361968368291855
1734443653139,-0.6116818785667419,-0.3788613080978394,0.0809041038155556
1734443654139,-0.6811165809631348,-0.3374001681804657,0.0802789181470871
1734443655139,-0.6261556744575500,-0.3924286067485809,0.0939193516969681
1734443656140,-0.5494220256805420,-0.3862337172031403,0.1192380040884018
1734443657140,-0.4714347124099731,-0.4121249318122864,0.1650257408618927
1734443658140,-0.6190090179443359,-0.3981274068355560,0.1142626851797104
1734443659140,-0.6995042562484741,-0.3173442780971527,0.1084008142352104
1734443660139,-0.5931947827339172,-0.4000586271286011,0.1407451927661896
1734443661139,-0.6485542058944702,-0.1816009581089020,0.2345653921365738
1734443662140,-0.6854336857795715,-0.3861402869224548,0.0805899798870087
1734443663139,-0.6897897124290466,-0.3290528059005737,0.0864834114909172
1734443664140,-0.7067742943763733,-0.3641248345375061,0.0671821311116219
1734443665139,-0.6682059764862060,-0.4535969793796539,0.0584637112915516
1734443666140,-0.5548495054244995,-0.5017837882041931,0.0538089089095593
1734443667139,-0.6360068321228027,-0.2887586355209351,0.1308660060167313
1734443668139,-0.8365048170089722,-0.4657635986804962,-0.0856191143393517
1734443669139,-0.8435434699058533,-0.2733620703220367,0.0331968627870083
1734443670139,-0.6035065054893494,-0.3205243349075317,0.1175826638936997
1734443671139,-0.5106617212295532,-0.3983125984668732,0.1171381548047066
1734443672139,-0.4172366559505463,-0.4729199707508087,0.1231234893202782
1734443673140,-0.4310422837734222,-0.2190760076045990,0.1480570137500763
1734443674140,-0.4534421563148499,-0.3768459558486939,-0.0232176762074232
1734443675139,0.1613408625125885,-0.4036514759063721,0.1171297580003738
1734443676140,0.4516721665859222,-0.4826325476169586,0.1055332422256470
1734443677139,0.9292700290679932,-0.2847345471382141,0.1721620410680771
1734443678139,0.7678145766258240,-0.3566490113735199,0.0641034096479416
1734443679139,0.4656057655811310,-0.4842526614665985,-0.0911806970834732
1734443680140,0.7619358897209167,-0.3212869167327881,0.0723397061228752
1734443681139,0.5054315328598022,-0.3651000261306763,-0.0802799165248871
1734443682140,0.5455847382545471,-0.3995452523231506,-0.0343922972679138
1734443683139,0.8746762275695801,-0.2008113563060761,0.0053515173494816
1734443684140,0.8482523560523987,-0.3139502108097076,0.1044443398714066
1734443685140,0.8371866941452026,-0.2954874038696289,0.1360496580600739
1734443686139,0.8907732963562012,-0.2621963620185852,0.1019549444317818
1734443687139,0.6635425686836243,-0.4358626604080200,0.0922584906220436
1734443688139,0.7371457219123840,-0.4166841208934784,0.1467860788106918
1734443689139,0.6870500445365906,-0.3237713277339935,0.1013988628983498
1734443690139,0.6308606863021851,-0.3875423669815064,0.0450325794517994
1734443691140,0.6448185443878174,-0.5096151232719421,0.1199199259281158
1734443692140,1.0227607488632202,-0.2061173021793366,0.1728531718254089
1734443693139,0.7154799699783325,-0.4391439557075501,0.1580336540937424
1734443694139,1.1570333242416382,-0.1881290972232819,0.3333387374877930
1734443695140,0.7932595014572144,-0.3460677266120911,0.1268006712198257
1734443696139,0.6358234286308289,-0.3976157903671265,0.0396844334900379
1734443697139,0.4727350473403931,-0.5195358991622925,-0.0000000000000000
1734443698139,0.8607915043830872,-0.2832486927509308,0.1479389667510986
1734443699139,0.3307992219924927,-0.4498531520366669,-0.1129323318600655
1734443700140,1.2755749225616455,-0.0753398537635803,0.1733113527297974
1734443701139,1.4075821638107300,0.0547036752104759,0.2415201961994171
1734443702140,0.7993963360786438,-0.2755334675312042,0.1169005185365677
1734443703140,0.7706781625747681,-0.3933001756668091,0.1011362895369530
1734443704140,0.9426466226577759,-0.2796174585819244,0.1409143060445786
1734443705140,0.7411683797836304,-0.3595314323902130,0.0714258030056953
1734443706140,0.6790398955345154,-0.4890532493591309,0.0531362108886242
1734443707139,0.8110527396202087,-0.4108102023601532,0.0964711233973503
1734443708140,0.8982153534889221,-0.2353218197822571,0.1087749078869820
1734443709140,0.7779768109321594,-0.3969196081161499,0.0656746998429298
1734443710140,0.8597856760025024,-0.3113698363304138,0.1354326605796814
1734443711139,0.9889305233955383,-0.2964214980602264,0.1433471441268921
1734443712140,0.8781711459159851,-0.4079824090003967,0.1799775362014771
1734443713140,1.0386530160903930,-0.3294341266155243,0.2863268256187439
1734443714140,0.8163156509399414,-0.3884951770305634,0.1129612550139427
1734443715140,0.5002422332763672,-0.4893634915351868,0.0013750420184806
1734443716140,0.8376757502555847,-0.3637796640396118,0.1541013270616531
1734443717140,1.0069912672042847,-0.2886320054531097,0.1488766670227051
1734443718140,0.4544110894203186,-0.3769378066062927,-0.1054386124014854
1734443719140,0.8073058724403381,-0.3133195638656616,0.1237409189343453
1734443720139,0.8969259262084961,-0.2508794963359833,0.1259346902370453
1734443721140,0.7165296673774719,-0.4059503078460693,0.0966560468077660
1734443722140,0.6985089182853699,-0.4639108777046204,0.1245207712054253
1734443723139,0.8822672367095947,-0.3024250864982605,0.1817608177661896
1734443724139,1.0599117279052734,-0.2288336008787155,0.2564404010772705
1734443725140,0.7807691693305969,-0.5325117707252502,0.2030868977308273
1734443726140,0.9568502902984619,-0.3439408540725708,0.2341457754373550
1734443727141,0.9425749182701111,-0.3222921192646027,0.2025116235017777
1734443728140,0.7090196609497070,-0.4206837415695190,0.0996832177042961
1734443729140,0.8365344405174255,-0.3394908010959625,0.1853018254041672
1734443730139,0.8519101738929749,-0.2415977269411087,0.0749970898032188
1734443731140,0.8682167530059814,-0.3539577722549439,0.1840323656797409
1734443732140,0.8139117360115051,-0.3146823346614838,0.1345282346010208
1734443733139,0.7519261837005615,-0.3661160469055176,0.1331755816936493
1734443734140,0.6764416694641113,-0.4321418106555939,0.1135670840740204
1734443735140,0.9705407619476318,-0.2321749329566956,0.2224843949079514
1734443736140,1.0103749036788940,-0.2518103122711182,0.3357096612453461
1734443737140,0.7665021419525146,-0.4127222597599030,0.1513282507658005
1734443738139,0.9212859272956848,-0.3095568120479584,0.1333045661449432
1734443739140,0.9818921685218811,-0.3557041585445404,-0.0049028829671443
1734443740139,0.3545277118682861,-0.4132648110389710,-0.1570234596729279
1734443741139,0.7314745187759399,-0.4460880160331726,0.0724184736609459
1734443742140,0.7040604352951050,-0.2849129736423492,-0.0997729822993279
1734443743139,1.1967122554779053,-0.1681002527475357,0.0795798450708389
1734443744139,0.9568864703178406,-0.3184961974620819,0.0062590339221060
1734443745139,1.1555659770965576,-0.2541129589080811,0.1040328890085220
1734443746140,0.7932106256484985,-0.5116336345672607,0.0409108586609364
1734443747139,0.8096364140510559,-0.4887650310993195,0.1061203330755234
1734443748139,0.9527229666709900,-0.3993366360664368,0.0940494611859322
1734443749140,0.6503801345825195,-0.4758793413639069,0.0036813262850046
1734443750139,0.9789963364601135,-0.5467461347579956,0.4163045287132263
