Timestamp,Longituide,Latitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Bearing,BearingAccuracy,Speed,SpeedAccuracy
1734443569412,10.4220808439431690,43.7169238593145300,10.2754993438720700,36.1557717974257800,17.6057434082031250,326.0246887207031000,180.0000000000000000,1.2990431785583496,0.3295912146568298
1734443574407,10.4221209423483360,43.7170019641439000,6.1401386260986330,41.4837465582986060,8.8154211044311520,318.3777770996094000,10.0000000000000000,1.2720663547515870,0.1170580312609673
1734443579999,10.4220753646356740,43.7170748334363900,3.3316092491149902,37.5757112276911800,4.2523045539855960,327.5346069335937500,10.0000000000000000,1.5538958311080933,0.1336919665336609
1734443584999,10.4220474647220080,43.7171252374029750,3.1917133331298830,36.9012137448463600,3.5369291305541990,324.0129699707031000,10.0000000000000000,1.0940724611282349,0.1060255691409111
1734443589999,10.4220047793643880,43.7171712136506800,2.6277599334716797,36.2298703086388900,3.0668194293975830,319.8594970703125000,10.0000000000000000,1.2246574163436890,0.0151616437360644
1734443594999,10.4219509361893370,43.7172168457472100,2.8618454933166504,36.2247635476243400,3.0000000000000000,323.6733398437500000,10.0000000000000000,1.3363291025161743,0.2096472382545471
1734443599999,10.4218949088717960,43.7172645100677600,2.8868591785430910,36.2542195286927000,3.0000000000000000,320.7030029296875000,10.0000000000000000,1.3656182289123535,0.0157636869698763
1734443604999,10.4218409211346770,43.7173103772659400,2.5662956237792970,35.9491799076892560,3.0000000000000000,319.4489440917969000,10.0000000000000000,1.3479820489883423,0.0144731160253286
1734443609999,10.4217852359259360,43.7173555810074460,2.1034874916076660,36.3060069259528500,3.0000000000000000,321.2422790527344000,1.0000000000000000,1.3452405929565430,0.0136621650308371
1734443614999,10.4217283646234070,43.7174015205129600,3.1238832473754883,36.2359320393508400,3.0000000000000000,326.9541625976562500,4.4757566452026370,1.3534126281738281,0.1096214130520821
1734443619999,10.4216691606865520,43.7174513394844100,3.3350858688354490,36.4236295573863300,3.0000000000000000,321.8829345703125000,4.7575459480285645,1.3815517425537110,0.1086817234754562
1734443624999,10.4216042890751070,43.7174917349503000,3.2606697082519530,36.4602259333711340,3.0000000000000000,321.1416931152344000,4.1832957267761230,1.3788636922836304,0.1004504337906838
1734443629999,10.4215455499099170,43.7175367416457400,3.2622995376586914,36.5305955846834400,3.0000000000000000,325.0399475097656000,4.9467973709106445,1.3697354793548584,0.1091299355030060
1734443634999,10.4214994919546600,43.7175831780011600,3.1579134464263916,37.0928058189395800,3.0000000000000000,328.3932495117187500,4.7539768218994140,1.3291547298431396,0.1116124689579010
1734443639999,10.4214417638747450,43.7176237422529200,3.0886125564575195,37.0393240233967500,3.0000000000000000,321.2555541992187500,4.5970492362976070,1.3103126287460327,0.1036885678768158
1734443644999,10.4213882954147030,43.7176677099004960,3.1811780929565430,37.0537426572397000,3.0000000000000000,328.0464782714844000,4.9086422920227050,1.3049000501632690,0.1082093119621277
1734443649999,10.4213333171134010,43.7177074399194600,3.1640396118164062,36.7022436226053440,3.0000000000000000,324.1224060058594000,4.6418881416320800,1.2867722511291504,0.1047338470816612
1734443654999,10.4212866601448370,43.7177560010766300,3.1511383056640625,37.0980545572535600,3.0000000000000000,325.3823852539062500,4.9767322540283200,1.2912591695785522,0.1119205430150032
1734443659999,10.4212458359486500,43.7178066839342100,3.1749296188354490,36.6270932564305550,3.0000000000000000,325.0617980957031000,5.3038182258605960,1.2806625366210938,0.1098127737641335
1734443664999,10.4211951229995240,43.7178563968523800,3.2401113510131836,36.7511936480245540,3.0000000000000000,341.0464782714844000,4.5985016822814940,1.3132917881011963,0.1095749661326408
1734443669999,10.4212560133574290,43.7179066031060700,3.2090568542480470,37.0521434466530300,3.0000000000000000,56.2800331115722660,6.3794374465942380,1.3907614946365356,0.1261830776929855
1734443674999,10.4213213462357520,43.7179383437223100,3.2400894165039062,37.3646143986342100,3.0000000000000000,46.6431617736816400,5.6354665756225590,1.3393831253051758,0.1392654329538345
1734443679999,10.4213827285689980,43.7179757308249040,3.4805939197540283,37.4117816204865900,3.0000000000000000,56.2193832397460940,7.0974788665771480,1.3071429729461670,0.1281528323888779
1734443684999,10.4214383655125110,43.7180123269705300,3.6068668365478516,37.8058307242473800,3.0000000000000000,60.4273872375488300,7.1513237953186035,1.2667615413665771,0.1431241184473038
1734443689999,10.4214993113551900,43.7180571044439500,3.6806566715240480,37.9615338209101800,3.0000000000000000,63.6558265686035160,12.7222490310668950,1.2810263633728027,0.1864477694034576
1734443694999,10.4215498545845200,43.7180696187214200,3.6381561756134033,38.4589425537716500,3.0000000000000000,60.7149124145507800,8.3871717453002930,1.1295862197875977,0.1573328077793121
1734443699999,10.4216034002509570,43.7180903773128100,3.9167797565460205,39.1543036410492400,3.0000000000000000,54.1983337402343750,9.7098398208618160,1.1119617223739624,0.2222111076116562
1734443704999,10.4216974759775920,43.7181440738664800,4.9343271255493160,38.8175109242788640,3.0000000000000000,49.1740531921386700,14.3068113327026370,1.3786476850509644,0.3350715637207031
1734443709999,10.4217387863899270,43.7182347227277000,4.9142432212829590,40.6972774285733860,3.0000000000000000,30.5339107513427730,7.7381815910339355,1.6362320184707642,0.2136850506067276
1734443714999,10.4217716261049150,43.7183016749042040,4.9232010841369630,41.2814119474312660,3.0000000000000000,50.1572303771972660,11.4047498703002930,1.5571273565292358,0.1993550360202789
1734443719999,10.4218158839168230,43.7183424886461200,4.2485175132751465,41.1882755336164200,3.0000000000000000,54.1578636169433600,11.2086915969848630,1.4177186489105225,0.2530603408813477
1734443724999,10.4218840663556480,43.7183757094689160,3.9741017818450928,40.3671777162322700,3.0000000000000000,50.3248062133789060,10.0000000000000000,1.3685408830642700,0.0355256348848343
1734443729999,10.4219488707177400,43.7184157767416000,3.6553683280944824,40.7466607093061300,3.0000000000000000,49.7697372436523440,10.0000000000000000,1.3555096387863160,0.0408485494554043
1734443734999,10.4220083443264520,43.7184542364659450,3.8549036979675293,40.7046317475295100,3.0000000000000000,56.8038253784179700,25.8561344146728500,1.3164081573486328,0.3710925877094269
1734443739999,10.4220440458327880,43.7184747997169700,4.6173424720764160,40.1961255853181000,3.0000000000000000,53.0461196899414060,10.0000000000000000,1.0336441993713380,0.0383225120604038
