Timestamp,X,Y,Z
1734442615122,-1.4536397457122803,4.1736807823181150,8.4813594818115230
1734442615124,-1.4679967164993286,4.1108694076538090,8.3856468200683600
1734442615127,-1.4823536872863770,4.0396828651428220,8.3186483383178710
1734442615129,-1.4679967164993286,3.9589250087738037,8.2995052337646480
1734442615131,-1.4877375364303589,3.8829529285430910,8.3324069976806640
1734442615133,-1.4877375364303589,3.8117663860321045,8.3461656570434570
1734442615136,-1.4590235948562622,3.7118661403656006,8.3551387786865230
1734442615138,-1.4207384586334229,3.6317064762115480,8.3886375427246100
1734442615140,-1.3824533224105835,3.5509488582611084,8.4119682312011720
1734442615142,-1.3339986801147460,3.4468610286712646,8.4257268905639650
1734442615145,-1.2717852592468262,3.3517463207244873,8.3970127105712890
1734442615147,-1.2239288091659546,3.2668011188507080,8.4065837860107420
1734442615149,-1.2000005245208740,3.2189445495605470,8.3587274551391600
1734442615151,-1.1515458822250366,3.1471600532531740,8.2444705963134770
1734442615154,-1.0701899528503418,3.0771698951721190,8.3635129928588870
1734442615156,-0.9936196208000183,3.0257241725921630,8.5489568710327150
1734442615158,-0.8877372145652771,3.0029923915863037,8.6303129196167000
1734442615160,-0.8159525394439697,2.9892337322235107,8.7445707321167000
1734442615163,-0.7004988193511963,2.9521448612213135,8.8683986663818360
1734442615165,-0.6095715761184692,2.9671001434326170,8.8881397247314450
1734442615167,-0.5228317379951477,3.0053851604461670,8.8552379608154300
1734442615169,-0.4648058116436005,3.0717861652374268,8.7559366226196290
1734442615172,-0.4073780477046967,3.1244282722473145,8.9180498123168950
1734442615173,-0.3696911036968231,3.1357941627502440,9.2327060699462890
1734442615176,-0.3170489966869354,3.1567313671112060,9.5515499114990230
1734442615178,-0.2787638306617737,3.1764719486236572,9.7519483566284180
1734442615181,-0.2500499784946442,3.1531419754028320,9.8422775268554690
1734442615183,-0.2309073805809021,3.1160533428192140,9.9038925170898440
1734442615185,-0.1974078714847565,3.0352954864501953,9.9613208770751950
1734442615187,-0.1591227054595947,2.9407789707183840,10.0223379135131840
1734442615190,-0.1016949638724327,2.8558337688446045,10.0510511398315430
1734442615191,-0.0101694958284497,2.7421748638153076,10.0319089889526370
1734442615194,0.0759721174836159,2.6183462142944336,9.9792671203613280
1734442615196,0.1196411326527596,2.4993033409118652,9.8739824295043950
1734442615199,0.1483550071716309,2.3754746913909910,9.7782697677612300
1734442615201,0.1674975901842117,2.2229323387145996,9.6915302276611330
1734442615203,0.1579262912273407,2.0949163436889650,9.6771726608276370
1734442615205,0.1722832322120667,1.9094724655151367,9.6759767532348630
1734442615208,0.1962114572525024,1.7910277843475342,9.6705923080444340
1734442615210,0.2297109663486481,1.6534404754638672,9.6610212326049800
1734442615212,0.2632105052471161,1.5152549743652344,9.5790672302246100
1734442615214,0.3499503135681152,1.4153546094894410,9.4791669845581050
1734442615216,0.4265206456184387,1.2915260791778564,9.4121675491333000
1734442615219,0.5276173949241638,1.2017952203750610,9.3595256805419920
1734442615221,0.7100701332092285,1.1114661693572998,9.2835540771484380
1734442615223,0.8638089895248413,1.0546365976333618,9.1746797561645500
1734442615226,0.9314061999320984,1.0307083129882812,9.0317087173461910
1734442615228,0.9846464991569519,1.0540384054183960,8.9084787368774410
1734442615230,1.0707881450653076,1.0588240623474120,8.8229351043701170
1734442615232,1.3016954660415650,1.2161520719528198,8.7481594085693360
1734442615235,1.5810575485229492,1.3016954660415650,8.5878400802612300
1734442615237,1.5134602785110474,1.1970095634460450,8.5680999755859380
1734442615239,1.5708880424499512,1.1736794710159302,8.6345005035400390
