Timestamp,X,Y,Z
1737123281737,14.5911998748779300,-19.6054000854492200,-35.8680000305175800
1737123281897,13.9079999923706050,-18.0072002410888670,-37.6613998413085940
1737123282057,14.2861995697021480,-17.7875995635986330,-37.7346000671386700
1737123282217,14.4569997787475590,-18.4097995758056640,-37.5515975952148440
1737123282377,14.0299997329711910,-18.7147998809814450,-37.7101974487304700
1737123282537,14.1519994735717770,-18.0804004669189450,-38.0517997741699200
1737123282697,13.9201993942260740,-17.3850002288818360,-38.2592010498046900
1737123282857,13.5785999298095700,-17.3239994049072270,-38.1982002258300800
1737123282877,13.9323997497558600,-18.5439987182617200,-37.7224006652832000
1737123282897,12.9685993194580080,-17.9827995300292970,-37.9907989501953100
1737123282917,13.5053997039794920,-17.7265987396240230,-37.9297981262207000
1737123282937,12.8344001770019530,-17.0555992126464840,-37.9664001464843750
1737123282957,12.9320001602172850,-16.8847999572753900,-38.0029983520507800
1737123282977,12.8709993362426760,-16.9335994720459000,-37.5881996154785160
1737123282997,12.8465995788574220,-16.7628002166748050,-37.8078002929687500
1737123283017,12.8831996917724610,-16.5676002502441400,-37.1611976623535160
1737123283037,12.8831996917724610,-17.0433998107910160,-38.0517997741699200
1737123283057,12.9075994491577150,-17.4459991455078120,-37.4295997619628900
1737123283077,13.3345994949340820,-17.6534004211425780,-37.9419975280761700
1737123283097,12.8954000473022460,-17.1166000366210940,-37.6247978210449200
1737123283116,13.2491998672485350,-17.1898002624511720,-37.6003990173339840
1737123283137,13.7981996536254880,-18.0559997558593750,-37.6247978210449200
1737123283157,13.0906000137329100,-17.1166000366210940,-38.1128005981445300
1737123283177,13.3833999633789060,-16.4090003967285160,-37.7711982727050800
1737123283197,13.6273994445800780,-17.7021999359130860,-37.9907989501953100
1737123283217,13.2369995117187500,-17.6900005340576170,-37.5027999877929700
1737123283237,13.1393995285034180,-17.3727989196777340,-38.2225990295410160
1737123283257,13.4687995910644530,-16.9091987609863280,-37.8810005187988300
1737123283277,13.3101997375488280,-17.2630004882812500,-37.9419975280761700
1737123283297,13.2979993820190430,-17.0067996978759770,-38.0274009704589840
1737123283317,13.1149997711181640,-17.4582004547119140,-38.1250000000000000
1737123283337,13.2491998672485350,-17.6534004211425780,-37.7711982727050800
1737123283357,12.6757993698120120,-16.7749996185302730,-38.0151977539062500
1737123283377,13.3101997375488280,-17.0555992126464840,-37.9053993225097660
1737123283397,13.6395998001098630,-17.5313987731933600,-37.9419975280761700
1737123283417,13.5053997039794920,-17.7265987396240230,-38.1371994018554700
1737123283437,13.3345994949340820,-17.3361988067626950,-37.8443984985351560
1737123283457,13.0296001434326170,-17.2873992919921880,-37.9907989501953100
1737123283477,12.9441995620727540,-17.1409988403320300,-38.0883979797363300
1737123283497,12.9197998046875000,-16.8847999572753900,-37.4906005859375000
1737123283517,13.0906000137329100,-17.3239994049072270,-37.7101974487304700
1737123283537,12.8221998214721680,-17.3971996307373050,-38.5519981384277340
1737123283557,12.9685993194580080,-17.3239994049072270,-38.3446006774902340
1737123283577,12.8954000473022460,-17.4093990325927730,-38.0274009704589840
1737123283597,13.1515998840332030,-16.1772003173828120,-37.9785995483398440
1737123283617,12.9685993194580080,-17.0921993255615230,-38.2103996276855500
1737123283637,13.3467998504638670,-17.4825992584228500,-37.8565979003906250
1737123283657,13.2003993988037110,-17.4093990325927730,-38.3079986572265600
1737123283677,13.0296001434326170,-17.6534004211425780,-37.8565979003906250
1737123283697,13.5907993316650390,-17.4948005676269530,-37.7956008911132800
1737123283717,13.2125997543334960,-17.0189990997314450,-37.9785995483398440
1737123283737,12.9441995620727540,-17.0067996978759770,-37.8931999206543000
1737123283757,13.1881999969482420,-17.0799999237060550,-38.0029983520507800
1737123283777,12.8587999343872070,-17.0555992126464840,-37.9053993225097660
1737123283797,13.1149997711181640,-17.2019996643066400,-37.6613998413085940
1737123283817,12.7978000640869140,-16.9580001831054700,-37.5393981933593750
1737123283836,13.0906000137329100,-17.5923995971679700,-37.9297981262207000
1737123283857,12.9197998046875000,-16.9701995849609380,-37.9419975280761700
1737123283877,13.5053997039794920,-18.1170005798339840,-37.8443984985351560
1737123283897,13.3224000930786130,-17.0555992126464840,-38.3933982849121100
1737123283917,13.3345994949340820,-17.0799999237060550,-38.1615982055664060
1737123283937,13.6273994445800780,-17.9949989318847660,-38.1860008239746100
1737123283957,12.8344001770019530,-17.1287994384765620,-38.3568000793457000
1737123283977,13.2857999801635740,-17.3605995178222660,-37.3685989379882800
1737123283997,13.1149997711181640,-17.2264003753662100,-37.5760002136230500
1737123284017,13.1637992858886720,-17.7875995635986330,-37.9664001464843750
1737123284037,13.2613992691040040,-17.6777992248535160,-38.1250000000000000
1737123284057,13.0783996582031250,-17.5557994842529300,-37.7346000671386700
1737123284077,13.3833999633789060,-17.6289997100830080,-37.8321990966796900
1737123284097,12.6147994995117190,-16.9580001831054700,-37.8565979003906250
1737123284117,12.8221998214721680,-17.3605995178222660,-37.6003990173339840
1737123284137,13.3467998504638670,-17.7143993377685550,-37.4295997619628900
1737123284157,12.5781993865966800,-17.3850002288818360,-38.4665985107421900
1737123284177,13.4566001892089840,-16.9335994720459000,-37.7956008911132800
1737123284197,13.0051994323730470,-17.3239994049072270,-37.4784011840820300
1737123284217,13.2248001098632810,-17.6534004211425780,-38.1615982055664060
1737123284237,12.8221998214721680,-17.6777992248535160,-37.4295997619628900
1737123284257,13.3345994949340820,-17.3361988067626950,-37.9419975280761700
1737123284277,13.0661993026733400,-17.6900005340576170,-38.1737976074218750
1737123284297,13.7005996704101560,-17.8607997894287100,-37.8810005187988300
1737123284316,13.1759996414184570,-17.3850002288818360,-37.6735992431640600
1737123284337,12.9807996749877930,-17.1653995513916000,-37.5881996154785160
1737123284357,13.2369995117187500,-17.3484001159667970,-38.1982002258300800
1737123284377,13.6639995574951170,-17.7021999359130860,-38.1005973815918000
1737123284397,13.1149997711181640,-17.3484001159667970,-38.1493988037109400
1737123284417,13.1149997711181640,-16.8969993591308600,-37.5760002136230500
1737123284437,13.5053997039794920,-17.4582004547119140,-37.4784011840820300
1737123284457,13.3590002059936520,-16.9580001831054700,-38.0029983520507800
1737123284477,12.8954000473022460,-16.4822006225585940,-37.8565979003906250
1737123284497,13.4321994781494140,-17.2751998901367200,-37.3685989379882800
1737123284517,13.5907993316650390,-17.5436000823974600,-37.4174003601074200
1737123284537,13.1149997711181640,-16.9457988739013670,-37.3075981140136700
1737123284557,12.7611999511718750,-16.0063991546630860,-38.7105979919433600
1737123284577,13.4443998336792000,-16.6529998779296880,-38.2347984313964840
1737123284597,13.5785999298095700,-16.9823989868164060,-38.0761985778808600
1737123284617,13.8104000091552730,-16.8603992462158200,-37.7467994689941400
1737123284637,13.4443998336792000,-16.8847999572753900,-37.8688011169433600
1737123284656,13.2125997543334960,-16.9946002960205080,-37.4906005859375000
1737123284677,13.7128000259399410,-17.8120002746582030,-38.1615982055664060
1737123284697,13.5542001724243160,-16.8847999572753900,-38.3079986572265600
1737123284717,13.8591995239257810,-17.4948005676269530,-37.6247978210449200
1737123284737,13.5663995742797850,-16.7871990203857420,-37.9419975280761700
1737123284757,13.4443998336792000,-17.3484001159667970,-37.8321990966796900
1737123284777,13.8347997665405270,-17.0921993255615230,-38.1128005981445300
1737123284797,13.2248001098632810,-16.9457988739013670,-38.0761985778808600
1737123284817,13.1515998840332030,-17.2873992919921880,-37.4174003601074200
1737123284837,13.6152000427246100,-17.0189990997314450,-38.1250000000000000
1737123284857,13.7005996704101560,-17.2264003753662100,-37.9175987243652340
1737123284877,13.6152000427246100,-16.9335994720459000,-37.4906005859375000
1737123284897,13.3955993652343750,-17.1287994384765620,-37.9907989501953100
1737123284917,13.2979993820190430,-17.3361988067626950,-37.4295997619628900
1737123284937,13.2369995117187500,-17.4825992584228500,-37.5027999877929700
1737123284957,13.0539999008178710,-17.9095993041992200,-37.7956008911132800
1737123284977,12.9075994491577150,-17.3850002288818360,-38.0639991760253900
1737123284997,13.4077997207641600,-18.2999992370605470,-37.7224006652832000
1737123285017,13.2369995117187500,-18.2756004333496100,-37.4417991638183600
1737123285037,12.9320001602172850,-19.0075988769531250,-37.6492004394531250
