Timestamp,Longitude,Latitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Bearing,BearingAccuracy,Speed,SpeedAccuracy
1737123272781,10.4229513545910500,43.7188674737872900,24.4226551055908200,113.3555418903746200,21.7074184417724600,NaN,NaN,0.0000000000000000,0.4123564660549164
1737123277780,10.4227767384789250,43.7187659845387800,4.6638197898864750,64.2575460117346600,5.6083421707153320,NaN,NaN,0.0000000000000000,0.1559401154518127
1737123281999,10.4227652527698340,43.7187724444507200,4.3014912605285645,60.6513914229509000,3.0000000000000000,NaN,NaN,0.0000000000000000,0.1131016463041306
1737123285999,10.4227236718368380,43.7187610365671450,4.3017024993896480,60.7631774380941500,3.0000000000000000,233.9143371582031200,10.0000000000000000,1.3171143531799316,0.1159094721078873
1737123289999,10.4226819443467140,43.7187385428723900,4.3019151687622070,61.0971267050997600,3.0000000000000000,229.7307128906250000,10.0000000000000000,1.1241806745529175,0.1149697303771973
1737123293999,10.4226371051626410,43.7187121420974660,4.3021292686462400,61.2058048390709000,3.0000000000000000,234.0848236083984400,10.0000000000000000,1.2838445901870728,0.0146747762337327
1737123297999,10.4225848788077200,43.7186785944390550,4.4974451065063480,61.4239506523831000,3.0000000000000000,232.3351898193359400,10.0000000000000000,1.3108915090560913,0.0160660874098539
1737123301999,10.4225318986550380,43.7186486178875500,4.2465252876281740,61.6088532847996600,3.0000000000000000,234.9188079833984400,10.0000000000000000,1.2693654298782349,0.0166678968816996
1737123305999,10.4224800607110240,43.7186198882178500,4.3394608497619630,61.7993831574663160,3.0000000000000000,231.9392395019531200,10.0000000000000000,1.3097947835922241,0.0161536298692226
1737123309999,10.4224338253390860,43.7185926119423060,0.8690000772476196,61.8774825345896740,3.0000000000000000,229.5044708251953000,10.0000000000000000,1.2073075771331787,0.0218464899808168
1737123313999,10.4223865804845930,43.7185643238548300,0.8405351042747498,61.8006258851216700,3.0000000000000000,231.8950653076172000,1.0000000000000000,1.2287939786911010,0.0232451856136322
1737123317999,10.4223582374915720,43.7185378626965600,0.7970901727676392,61.4470660192330100,3.0000000000000000,157.8989410400390600,1.1049757003784180,1.1740250587463380,0.0210881698876619
1737123321999,10.4224003517584100,43.7185179778447050,2.7458040714263916,61.3328935329456500,3.0000000000000000,138.4151611328125000,5.9480772018432620,1.1446335315704346,0.1385360807180405
1737123325999,10.4224448966674540,43.7184917019731640,2.9474532604217530,60.9490760889560000,3.0000000000000000,147.7498474121093800,5.3695440292358400,1.1580324172973633,0.1512480229139328
1737123329999,10.4224856637037760,43.7184465262703700,3.0467796325683594,61.3767041582485650,3.0000000000000000,143.5948944091797000,5.6181159019470215,1.2583218812942505,0.1469228416681290
1737123333999,10.4225283362381570,43.7184068576650800,3.0317158699035645,61.2101491356970500,3.0000000000000000,137.1572265625000000,7.8526601791381840,1.2957026958465576,0.1498541682958603
1737123337999,10.4225628445932210,43.7183804119721000,3.2630076408386230,60.8696376187828250,3.0000000000000000,138.6896972656250000,8.3916311264038090,1.2038167715072632,0.1490691453218460
1737123341999,10.4225985299539500,43.7183447941691550,3.2185287475585938,61.6905345254823350,3.0000000000000000,145.4760742187500000,7.4143190383911130,1.2020478248596191,0.1426878422498703
1737123346000,10.4226295693842880,43.7183211220780450,3.2138900756835938,61.3763490645977600,3.0000000000000000,135.8407135009765600,6.7796134948730470,1.1168808937072754,0.1348157227039337
1737123350000,10.4226517267255830,43.7182732013746900,3.4695990085601807,61.6357889958293900,3.0052309036254883,128.7259826660156200,8.8481454849243160,1.1898851394653320,0.1786588281393051
